State,ZIP,Access Code,Latitude,Longitude
CA,91352,private,34.24831915,-118.3879714
CA,90024,private,34.052542,-118.448504
CA,90015,public,34.040539,-118.271387
CA,90012,private,34.059133,-118.248589
CA,90803,private,33.759802,-118.096665
CA,95814,private,38.576769,-121.495022
CA,90744,private,33.770508,-118.265628
CA,91342,private,34.30309,-118.480505
CA,90012,private,34.066801,-118.227605
CA,90016,private,34.036777,-118.368841
CA,91731,public,34.06872,-118.064
CA,90013,private,34.039736,-118.236065
CA,92037,public,32.89947,-117.243
CA,91343,public,34.221665,-118.468371
CA,92503,public,33.909914,-117.459053
CA,91103,public,34.14762,-118.147111
CA,91105,public,34.145138,-118.152655
CA,91105,public,34.145119,-118.150133
CA,91101,public,34.142973,-118.140553
CA,91030,public,34.118433,-118.149597
CA,90802,public,33.7637,-118.192
CA,90045,public,33.94325,-118.403342
CA,91324,public,34.241116,-118.556708
CA,91764,public,34.07122,-117.575
CA,93030,public,34.228315,-119.170865
CA,92262,public,33.824004,-116.543589
CA,94588,public,37.700187,-121.876172
CA,92509,public,34.0189,-117.38
CA,95837,public,38.69005,-121.58889
CA,90405,public,34.017081,-118.44704
CA,90405,public,34.010021,-118.49583
CA,91423,public,34.156839,-118.434454
CA,91608,public,34.138717,-118.35904
CA,91405,public,34.21108,-118.448704
CA,90241,public,33.94756,-118.153806
CA,94133,public,37.80619,-122.4152
CA,95815,public,38.599693,-121.427045
CA,94115,public,37.784912,-122.430237
CA,94105,public,37.78881,-122.401
CA,94108,public,37.791791,-122.411265
CA,90048,public,34.076264,-118.377527
CA,90012,public,34.057657,-118.24789
CA,91436,public,34.169242,-118.497212
CA,91330,public,34.248959,-118.523887
CA,91330,public,34.241687,-118.528543
CA,91330,public,34.236853,-118.532588
CA,91324,public,34.229277,-118.544827
CA,90731,public,33.740758,-118.28192
CA,91342,public,34.2924134,-118.4497914
CA,90049,public,34.077588,-118.474585
CA,91007,public,34.145528,-118.050548
CA,91741,public,34.13556,-117.864
CA,90230,public,33.9826,-118.3966
CA,90034,public,34.029971,-118.385231
CA,92705,public,33.777054,-117.870566
CA,93012,public,34.16657602,-119.0458547
CA,92821,public,33.919899,-117.898618
CA,91320,public,34.192178,-118.934793
CA,93022,public,34.418322,-119.3368
CA,91773,public,34.105275,-117.809208
CA,91101,public,34.147709,-118.136621
CA,93009,public,34.267352,-119.2124
CA,93003,public,34.268756,-119.2154
CA,93003,public,34.268,-119.2492
CA,90293,private,33.917593,-118.425334
CA,91706,private,34.089085,-117.95463
CA,90242,private,33.92364288,-118.1678308
CA,90280,private,33.930663,-118.175758
CA,95616,public,38.539336,-121.732405
CA,93401,private,35.25939,-120.64492
CA,95061,public,36.973393,-122.024849
CA,90744,private,33.773005,-118.265821
CA,95628,public,38.66292,-121.2634
CA,95816,public,38.57277,-121.467902
CA,95843,public,38.7042,-121.365
CA,95833,private,38.615468,-121.517263
CA,95817,public,38.552483,-121.4487
CA,95822,public,38.524403,-121.5112
CA,95667,public,38.73323,-120.78962
CA,95687,public,38.356027,-121.9628
CA,95688,public,38.36557,-121.967
CA,95688,public,38.35172,-121.987
CA,95688,public,38.356907,-122.001886
CA,95688,public,38.355867,-121.9862
CA,95688,public,38.351758,-121.994475
CA,95621,public,38.682605,-121.297614
CA,95620,public,38.457369,-121.842567
CA,95667,public,38.72799,-120.828
CA,95762,public,38.6476,-121.067
CA,95758,private,38.40553,-121.391
CA,95746,public,38.74453,-121.17
CA,95608,public,38.618066,-121.334337
VT,5403,public,44.469281,-73.154972
CA,94571,public,38.15485,-121.69
CA,94533,public,38.25281,-122.044229
CA,94534,public,38.23723,-122.123
CA,94590,public,38.105062,-122.265895
CA,90045,public,33.944761,-118.399767
CA,95688,private,38.35109,-121.993654
CA,95831,private,38.578568,-121.491058
VT,5403,public,44.469281,-73.154972
CA,90026,private,34.059047,-118.256812
CA,90015,private,34.033898,-118.256673
CA,90031,private,34.081998,-118.21713
CA,90744,private,33.799476,-118.257977
CA,91405,private,34.208708,-118.444358
CA,91352,private,34.241928,-118.390147
WA,98503,public,47.044011,-122.822404
OR,97214,public,45.508396,-122.664667
CA,95482,public,39.15,-123.2091
CA,95688,public,38.368755,-121.961192
CA,95603,public,38.9412492,-121.1054805
CA,95616,public,38.54643,-121.7388
CA,95616,public,38.5443,-121.738
CA,95616,public,38.544538,-121.749713
CA,95618,public,38.55755,-121.6947
CA,95618,public,38.569412,-121.721373
CA,90712,public,33.84788,-118.13889
CA,94939,public,37.94495,-122.5096
CA,94621,public,37.7136,-122.2087
WA,98188,public,47.443377,-122.296229
IL,61820,public,40.119161,-88.244185
ID,83702,public,43.608009,-116.197968
TX,78205,public,29.427254,-98.490136
OR,97303,public,44.99574,-123.019758
OR,97006,private,45.508795,-122.8249
CA,94533,public,38.2482,-122.0678
CA,94102,private,37.77913,-122.418
TN,37210,public,36.153492,-86.76732
OR,97367,public,44.928439,-124.015824
NY,11568,private,40.814019,-73.608978
FL,32801,public,28.535975,-81.379663
WI,53703,public,43.083979,-89.363091
WA,98502,public,47.035421,-122.938962
OR,97321,public,44.586123,-123.115389
OR,97214,private,45.510465,-122.663354
CA,93405,public,35.249929,-120.689683
CA,93401,public,35.25982,-120.676
NY,12203,private,42.702424,-73.857693
NY,12020,private,42.969823,-73.773021
NY,12601,private,41.688323,-73.93433
WA,99252,public,47.673347,-117.388933
WA,99201,public,47.654998,-117.425025
IA,50317,public,41.615759,-93.57875
IA,50131,public,41.682385,-93.698315
MN,55433,public,45.138245,-93.274379
AR,72201,private,34.74555969,-92.28119659
AZ,85748,public,32.236156,-110.781792
CT,6820,public,41.072919,-73.476189
MD,21076,public,39.155907,-76.717216
NJ,8628,public,40.286518,-74.807516
OR,97405,public,44.009797,-123.033213
TX,77002,public,29.756604,-95.372854
NY,12020,public,42.97167,-73.774182
CA,93117,public,34.44198,-119.829553
IL,60603,public,41.879444,-87.626366
IL,60606,public,41.879081,-87.634561
IL,60606,public,41.883404,-87.635081
IL,60606,public,41.885223,-87.633751
IL,60611,public,41.892757,-87.626038
SC,29306,public,34.950136,-81.93279
SC,29306,public,34.951926,-81.931714
SC,29379,public,34.715982,-81.624616
CT,6824,public,41.157925,-73.240315
CT,6510,public,41.305794,-72.927405
CT,6511,public,41.305265,-72.934141
CT,6510,public,41.304245,-72.928369
CT,6320,public,41.355486,-72.093784
CT,6880,public,41.119291,-73.369266
CT,6078,public,41.951328,-72.663078
MI,49684,public,44.760253,-85.62237
WI,53144,public,42.592469,-87.915847
WI,53562,public,43.091229,-89.52884
SC,29206,public,34.042116,-80.939041
OH,44103,public,41.503373,-81.639054
WV,25703,public,38.417603,-82.456866
FL,32808,public,28.560572,-81.441748
FL,32803,public,28.556879,-81.377632
FL,32819,public,28.429015,-81.458938
FL,32811,public,28.528024,-81.44774
FL,32806,public,28.512494,-81.351919
IL,60604,public,41.877419,-87.630013
MO,63146,public,38.694036,-90.4218
OR,97123,public,45.522609,-122.988535
OR,97123,public,45.520533,-122.978089
WA,98004,public,47.614744,-122.193162
OR,97214,public,45.509326,-122.666392
UT,84119,public,40.74686,-111.876
UT,84111,public,40.759561,-111.883924
WA,98505,public,47.071917,-122.976675
CT,6105,private,41.770428,-72.687141
CT,6095,private,41.879631,-72.729919
KS,66210,public,38.92591,-94.72819
MI,48152,public,42.419224,-83.431343
MA,1035,public,42.36262,-72.5395
FL,33444,public,26.465314,-80.07219
WA,98027,public,47.545324,-122.0195
WA,98052,private,47.675897,-122.091237
CT,6106,private,41.765253,-72.671569
MA,2210,public,42.349249,-71.041557
SC,29201,public,34.00741493,-81.0348006
SC,29201,public,34.003323,-81.035693
SC,29201,public,34.008409,-81.041802
SC,29201,public,34.002255,-81.040219
SC,29601,public,34.84709,-82.387269
SC,29601,public,34.849724,-82.400667
SC,29601,public,34.849889,-82.397797
SC,29601,public,34.852754,-82.393113
SC,29201,public,33.997786,-81.036161
SC,29601,public,34.852789,-82.396195
SC,29601,public,34.85335,-82.394826
SC,29601,public,34.852437,-82.399901
SC,29730,public,34.925782,-81.028444
SC,29379,public,34.716556,-81.648482
SC,29364,public,34.77993955,-81.45735907
CA,90401,public,34.019875,-118.49151
CA,94102,public,37.784871,-122.408991
CA,94109,public,37.806798,-122.419488
CA,90401,public,34.010528,-118.4898
CO,80022,public,39.843886,-104.771138
CO,80027,public,39.953798,-105.166116
MA,2138,public,42.372442,-71.122882
IN,46311,public,41.492057,-87.522819
MI,49503,public,42.962078,-85.659019
FL,32218,public,30.485141,-81.662098
IL,60618,private,41.94629288,-87.69982
IL,60652,private,41.75497055,-87.71321
IL,61761,public,40.507796,-88.982897
IL,61761,public,40.511172,-88.984985
IL,62703,private,39.79628,-89.6504
IN,46168,private,39.70909,-86.3894
LA,70601,public,30.198704,-93.212318
MN,55101,public,44.946632,-93.091461
MN,55117,private,44.95121,-92.9952
WA,98011,public,47.761878,-122.191915
WA,98052,public,47.679224,-122.12995
WA,98052,public,47.672359,-122.099034
WA,98072,public,47.734211,-122.147041
WI,53719,public,43.011411,-89.459112
WI,53562,public,43.096636,-89.500008
NC,27601,public,35.778416,-78.64347
NC,27601,public,35.77435,-78.642287
MO,65401,private,37.958953,-91.779289
TX,78745,public,30.206145,-97.759109
NH,3101,private,42.999265,-71.467911
CA,95482,public,39.1458,-123.198497
SC,29681,private,34.749177,-82.279741
VA,24091,public,36.910575,-80.31736
VA,23284,public,37.551409,-77.45233
VA,23298,private,37.543387,-77.42953
MN,56011,public,44.62302,-93.756478
MN,55066,public,44.567726,-92.624863
MN,55317,public,44.842694,-93.53986
MN,56003,public,44.17948,-94.036719
MN,56082,public,44.314819,-93.963999
MN,55304,public,45.218899,-93.310669
TN,37830,public,36.010279,-84.268049
TN,37160,public,35.558371,-86.448276
TX,79606,public,32.408909,-99.771463
TX,79119,public,35.159354,-101.938937
TX,76018,public,32.676458,-97.087169
TX,78758,public,30.374542,-97.731445
TX,77521,public,29.807253,-94.97383365
TX,77701,public,30.062535,-94.133511
TX,76022,public,32.839339,-97.160994
TX,77845,public,30.639201,-96.30671
TX,78415,public,27.73082,-97.416019
TX,75237,public,32.646784,-96.863492
TX,75020,public,33.775328,-96.58308
TX,79925,public,31.783928,-106.417267
TX,79936,public,31.724024,-106.302211
TX,76116,public,32.721585,-97.478539
TX,76051,public,32.928183,-97.09448
TX,78552,public,26.186259,-97.734663
TX,77065,public,29.913418,-95.611942
TX,77054,public,29.676558,-95.422537
TX,77034,public,29.625565,-95.22531
TX,77079,public,29.785494,-95.60022
TX,77090,public,29.990205,-95.423096
TX,77338,public,29.990275,-95.275606
TX,75062,public,32.849437,-96.914294
TX,77494,public,29.775354,-95.817237
TX,76543,public,31.078549,-97.692745
TX,78363,public,27.492086,-97.84753
TX,78041,public,27.528418,-99.458211
TX,77573,public,29.484543,-95.10255
TX,75067,public,33.022937,-96.988337
TX,75605,public,32.553772,-94.727241
TX,79424,public,33.535048,-101.958266
TX,75069,public,33.161606,-96.644662
TX,75150,public,32.829838,-96.629967
TX,79707,public,32.024113,-102.151567
TX,77640,public,29.953433,-94.0071
TX,75080,public,32.97135,-96.719803
TX,77471,public,29.534537,-95.772812
TX,78681,public,30.54205,-97.69265
TX,76901,public,31.44646,-100.496244
TX,78230,public,29.543147,-98.57544
TX,78209,public,29.517253,-98.467365
TX,78238,public,29.457047,-98.625324
TX,78233,public,29.556508,-98.34469
TX,78666,public,30.4963137,-97.6809454
TX,77656,public,30.314894,-94.18396
TX,77477,public,29.645808,-95.57612
TX,76502,public,31.079653,-97.410328
TX,75701,public,32.31165413,-95.34249986
TX,77904,public,28.851423,-96.997881
TX,76712,public,31.495348,-97.160226
TX,76087,public,32.7561,-97.705239
TX,76309,public,33.88049,-98.545953
VA,22304,public,38.809675,-77.122192
VA,20151,public,38.899751,-77.460168
VA,22901,public,38.086121,-78.474663
VA,22030,public,38.85358,-77.324803
VA,23666,public,37.042363,-76.388316
VA,20110,public,38.760854,-77.459274
VA,23805,public,37.175139,-77.352948
VA,23220,public,37.561646,-77.465974
VA,24019,public,37.345779,-79.962578
VA,20166,public,39.010459,-77.438399
VA,22182,public,38.927033,-77.240836
VA,22602,public,39.156514,-78.147297
WA,98002,private,47.338754,-122.221114
WA,98229,public,48.755607,-122.454132
WA,98312,public,47.562162,-122.684286
WA,98148,public,47.458466,-122.333257
WA,98026,public,47.778229,-122.344838
WA,98204,public,47.90272982,-122.2469884
WA,98502,public,47.031067,-122.930247
WA,99301,public,46.236607,-119.128998
WA,98362,public,48.102863,-123.342273
WA,98371,public,47.207367,-122.294997
WA,98058,public,47.448354,-122.2188
WA,99218,public,47.739021,-117.409937
WA,99212,public,47.657264,-117.312518
WA,98409,public,47.21978,-122.48576
WA,98662,public,45.648094,-122.597954
WA,99362,public,46.047464,-118.353406
TN,37408,public,35.030251,-85.308376
TN,37043,public,36.513006,-87.268667
TN,38501,public,36.137109,-85.496453
TN,37055,public,36.023934,-87.340223
TN,38024,public,36.063277,-89.379485
TN,37067,public,35.957857,-86.80853
TN,37066,public,36.361376,-86.494932
TN,37601,public,36.374198,-82.372119
TN,37660,public,36.551978,-82.487762
TN,37919,public,35.920587,-84.067881
TN,37912,public,35.999617,-83.969451
TN,37115,public,36.29062,-86.7051
TN,37355,public,35.454702,-86.041805
TN,38237,public,36.369277,-88.849653
TN,38125,public,35.0353,-89.795859
TN,38128,public,35.181031,-89.895533
TN,37814,public,36.18226,-83.382387
TN,37129,public,35.854156,-86.394979
TN,37211,public,36.110606,-86.743585
TN,37228,public,36.191053,-86.793132
OR,97005,public,45.491783,-122.81107
OR,97701,public,44.055213,-121.277279
OR,97330,public,44.572608,-123.258425
OR,97401,public,44.05902085,-123.0813975
OR,97027,public,45.378967,-122.603899
OR,97128,public,45.227394,-123.180863
OR,97504,public,42.379969,-122.858192
OR,97230,public,45.531759,-122.537403
OR,97302,public,44.921582,-123.006236
OR,97058,public,45.613979,-121.20996
OR,97070,public,45.326814,-122.770853
SC,29210,public,34.055164,-81.128164
SC,29072,public,33.997902,-81.222504
TN,37701,public,35.830725,-83.974822
TN,38133,public,35.205818,-89.791337
TN,37620,public,36.54282,-82.2354
TN,37421,public,35.056433,-85.190515
AL,35216,public,33.394903,-86.807186
AL,36526,public,30.660697,-87.858464
AL,35601,public,34.563857,-86.972193
AL,36117,public,32.376832,-86.208559
AZ,85323,public,33.459826,-112.284168
AZ,85286,public,33.286316,-111.791107
AZ,86404,public,34.54217,-114.35287
AZ,85206,public,33.385361,-111.695062
AZ,85201,public,33.434313,-111.872266
AZ,85382,public,33.636921,-112.253682
AZ,85014,public,33.509862,-112.054162
AZ,85388,public,33.605183,-112.420442
AZ,85023,public,33.639038,-112.108088
AZ,85260,public,33.635224,-111.915739
AZ,85284,public,33.346812,-111.967793
AZ,85705,public,32.289823,-110.985646
AZ,85711,public,32.207374,-110.881798
CA,94509,public,38.007799,-121.832042
CA,93313,public,35.310723,-119.035324
CA,90621,public,33.865497,-117.995215
CA,90745,public,33.824968,-118.245675
CA,92234,public,33.78414,-116.471
CA,90703,public,33.861544,-118.100471
CA,95926,public,39.756332,-121.843715
CA,91748,public,33.997621,-117.928216
CA,93612,public,36.836818,-119.717629
CA,94014,public,37.671267,-122.463541
CA,94520,public,37.980192,-122.050128
CA,92882,public,33.88309,-117.615292
CA,92626,public,33.675397,-117.918684
CA,95618,public,38.55252,-121.691555
CA,90241,public,33.9473,-118.151166
CA,91010,public,34.136553,-117.975944
CA,92020,public,32.795896,-116.976156
CA,91731,public,34.069536,-118.026911
CA,95757,public,38.402217,-121.385527
CA,92029,public,33.116492,-117.106837
CA,95501,public,40.800562,-124.164405
CA,95630,public,38.634132,-121.204871
CA,92336,public,34.135345,-117.445732
CA,94538,public,37.489389,-121.9576
CA,93710,public,36.818622,-119.789796
CA,92844,public,33.766376,-117.968337
CA,90247,public,33.889201,-118.307028
CA,95020,public,36.996869,-121.558573
CA,91204,public,34.137054,-118.25536
CA,93117,public,34.43427,-119.820934
CA,94544,public,37.662305,-122.075178
CA,92545,public,33.741163,-117.031718
CA,92647,public,33.71069,-117.989861
CA,92618,public,33.632505,-117.723298
CA,92253,public,33.70711,-116.283712
CA,90015,public,34.035168,-118.273229
CA,90068,public,34.133446,-118.356601
CA,95340,public,37.305891,-120.502428
CA,91345,public,34.269809,-118.466606
CA,95356,public,37.705119,-120.99471
CA,91763,public,34.082404,-117.694876
CA,92374,public,34.065387,-117.212007
CA,94559,public,38.292706,-122.277767
CA,91950,public,32.659001,-117.100836
CA,92056,public,33.181953,-117.298334
CA,92867,public,33.80857,-117.864434
CA,93036,public,34.22771,-119.150217
CA,93551,public,34.591173,-118.138184
CA,94952,public,38.267202,-122.665068
CA,92064,public,32.956772,-117.025943
CA,96002,public,40.571632,-122.36654
CA,94063,public,37.495963,-122.227322
CA,94806,public,37.985253,-122.32124
CA,92507,public,33.941878,-117.297603
CA,92504,public,33.925469,-117.419673
CA,95661,public,38.752198,-121.256452
CA,95821,public,38.631393,-121.396604
CA,93907,public,36.720023,-121.662519
CA,92408,public,34.074378,-117.298
CA,92111,public,32.833179,-117.147384
CA,92109,public,32.802475,-117.215269
CA,94087,public,37.359362,-122.022783
CA,95136,public,37.275144,-121.877656
CA,92675,public,33.47443,-117.676142
CA,94577,public,37.712609,-122.162746
CA,93405,public,35.25062,-120.68455
CA,95051,public,37.323569,-121.988027
CA,95404,public,38.425537,-122.714089
CA,93955,public,36.611189,-121.849899
CA,91401,public,34.168824,-118.449059
CA,93065,public,34.277324,-118.778957
CA,95212,public,38.022022,-121.275339
CA,92591,public,33.516768,-117.155039
CA,95304,public,37.75990555,-121.4632052
CA,92782,public,33.72484,-117.799302
CA,95687,public,38.381441,-121.941218
CA,91355,public,34.420546,-118.557774
CA,94590,public,38.118088,-122.255493
CA,92394,public,34.517883,-117.3219
CA,93292,public,36.32327,-119.27569
CA,91791,public,34.074227,-117.890899
FL,34207,public,27.462023,-82.578036
FL,34448,public,28.848733,-82.57947
FL,32720,public,28.983689,-81.300079
FL,33483,public,26.435016,-80.072333
FL,33316,public,26.109825,-80.137099
FL,32210,public,30.288306,-81.730832
FL,32244,public,30.212415,-81.736209
FL,32055,public,30.18082,-82.702224
FL,33172,public,25.783121,-80.366772
FL,33055,public,25.9262,-80.292105
FL,33135,public,25.76506,-80.250516
FL,33157,public,25.609391,-80.348241
FL,33024,public,26.007358,-80.263072
FL,33870,public,27.485756,-81.481603
FL,34997,public,27.152729,-80.217708
FL,33614,public,27.995139,-82.506186
FL,33612,public,28.049764,-82.458596
FL,32962,public,27.585356,-80.376442
FL,33401,private,26.713894,-80.05421
FL,33884,public,27.982961,-81.676059
GA,30519,public,34.075281,-83.98366
GA,30360,public,33.907866,-84.283186
GA,30096,public,33.967935,-84.146036
GA,30047,public,33.841932,-83.905677
GA,30122,public,33.784015,-84.612737
GA,30060,public,33.92909,-84.50889
GA,30260,public,33.566938,-84.344405
GA,30076,public,34.022437,-84.327529
GA,30291,public,33.565412,-84.521117
GA,31088,public,32.555572,-83.66552
HI,96819,public,21.335175,-157.88225
HI,96732,public,20.8891,-156.458605
HI,96744,public,21.399116,-157.799326
HI,96797,public,21.42849,-157.998343
MD,21202,public,39.291785,-76.610539
MD,21014,public,39.505659,-76.382317
MD,21228,public,39.256947,-76.730918
MD,21704,public,39.391175,-77.407835
MD,20874,public,39.177414,-77.249773
MD,20746,public,38.82681,-76.923233
MD,20855,public,39.113757,-77.161016
MD,20904,public,39.077447,-76.947933
MN,55102,public,44.946327,-93.095535
MN,55101,public,44.947042,-93.088226
MN,55415,private,44.977961,-93.282508
MN,55108,private,44.973838,-93.156808
MN,55103,private,44.967593,-93.127742
MN,55101,public,44.948972,-93.0962
NC,28027,public,35.392063,-80.622777
NC,28304,public,35.042419,-78.956747
NC,27260,public,35.937981,-79.996012
NC,28358,public,34.634487,-78.997134
CA,92123,public,32.823912,-117.12114
SC,29631,public,34.702398,-82.801828
VA,23230,public,37.578536,-77.48754
NV,89511,public,39.467032,-119.779038
TX,78704,public,30.256917,-97.749169
TX,75201,private,32.779791,-96.7990454
VA,24073,public,37.1581,-80.4203
VA,23113,public,37.50418,-77.61949
WA,98004,public,47.616104,-122.19696
WA,98004,public,47.61434,-122.194037
WI,53704,public,43.121878,-89.309902
WI,53562,public,43.094649,-89.50964
CA,92111,public,32.82408524,-117.1471252
FL,34748,public,28.811736,-81.875204
MI,49423,public,42.790376,-86.101511
MN,55119,public,44.96232,-93.0005
SC,29601,private,34.848783,-82.401211
SC,29605,public,34.756982,-82.383799
VA,20171,public,38.951695,-77.409238
SC,29601,public,34.840912,-82.400037
SC,29613,public,34.926241,-82.433164
CT,6082,public,41.997588,-72.583384
DC,20001,private,38.899392,-77.024385
FL,33458,public,26.9322,-80.1027
MI,48326,public,42.6336,-83.220931
MI,48211,private,42.395383,-83.074263
MI,48226,private,42.334321,-83.056903
MI,48226,public,42.33375168,-83.05662
MI,48204,private,42.344978,-83.128128
MI,48226,public,42.33476,-83.0608
MI,48307,public,42.683212,-83.1366
MI,48307,public,42.678841,-83.132684
MI,48309,public,42.682914,-83.193236
MI,48176,public,42.166498,-83.780162
OH,44130,public,41.36684,-81.7638
MI,49683,public,44.520371,-85.991356
MD,21401,public,39.001676,-76.525253
PA,19503,public,40.397876,-75.588988
VA,23230,public,37.578775,-77.489409
MI,48067,public,42.455,-83.131111
NC,27601,public,35.772881,-78.638502
NC,27601,public,35.772619,-78.641492
NC,27601,public,35.77937,-78.638203
OR,97520,public,42.187149,-122.689496
OR,97070,private,45.317487,-122.759692
OR,97005,public,45.475743,-122.776517
OR,97015,public,45.43039547,-122.5722027
GA,30341,public,33.90999,-84.2914
IL,60666,public,41.97850582,-87.90328
IL,60018,private,41.99774,-87.864217
MA,1938,private,42.677227,-70.839264
NH,3301,public,43.21772,-71.536324
NC,27705,public,36.009999,-78.921405
OR,97140,public,45.355354,-122.840126
OR,97140,public,45.356319,-122.838837
SC,29172,public,33.931732,-81.059303
AR,72712,public,36.379802,-94.177871
FL,32819,public,28.424816,-81.445089
FL,32809,public,28.470548,-81.396861
FL,32819,public,28.429047,-81.44937
FL,32819,public,28.485994,-81.457176
IA,50325,public,41.607327,-93.735902
IA,52556,public,41.00709,-91.981752
IA,50322,public,41.645933,-93.769432
MD,20640,public,38.623533,-77.086898
MD,20664,public,38.369101,-76.960389
MI,49423,public,42.78875732,-86.10360718
MI,48122,private,42.292146,-83.178699
MO,63304,private,38.709309,-90.683128
PA,15205,private,40.453507,-80.085371
OR,97520,public,42.219548,-122.740005
FL,33130,private,25.7703,-80.196621
FL,33407,private,26.769595,-80.102645
FL,33458,private,26.932602,-80.118594
FL,33407,private,26.764076,-80.10151
FL,33134,private,25.770827,-80.264645
FL,33166,private,25.833883,-80.313867
VA,23005,public,37.764986,-77.476715
SC,29615,private,34.850504,-82.322852
SC,29710,private,35.105398,-81.208515
MA,1915,public,42.562222,-70.88959
MD,21037,private,38.893647,-76.539373
NV,89146,public,36.145081,-115.227058
NY,10468,private,40.867403,-73.906405
SC,29651,private,34.889277,-82.215666
SC,29651,public,34.889453,-82.215505
TX,78702,public,30.251357,-97.689015
TX,78745,public,30.18534,-97.801184
TX,78727,public,30.422284,-97.71646
TX,78701,public,30.268887,-97.738936
CA,94041,private,37.390383,-122.0827
CA,95054,private,37.397144,-121.976831
CA,95054,private,37.38237,-121.970806
VA,22801,public,38.447533,-78.870744
MN,55302,public,45.256075,-94.107832
TN,37660,public,36.547921,-82.56179
WI,53711,public,43.002006,-89.423463
WI,53715,public,43.074008,-89.397267
WI,53715,public,43.058323,-89.410359
CA,93401,public,35.279705,-120.6609
NC,27614,public,35.92353,-78.599883
WA,98104,public,47.604115,-122.332907
VA,20187,public,38.7566,-77.793511
OR,97005,public,45.475962,-122.825561
VA,22201,private,38.889751,-77.08499
VA,20109,public,38.803836,-77.516487
WA,98188,public,47.434021,-122.273183
WA,98409,private,47.22213,-122.478493
WA,98409,public,47.228593,-122.484226
FL,33901,public,26.642789,-81.869132
FL,32819,public,28.463514,-81.461419
FL,32839,public,28.503733,-81.422651
FL,33602,public,27.951258,-82.451781
MI,48104,private,42.277419,-83.749477
MI,48239,private,42.374558,-83.281933
NC,28208,public,35.233542,-80.936932
NJ,8542,public,40.350118,-74.662732
TX,78235,public,29.343808,-98.436931
HI,96813,private,21.303788,-157.860031
HI,96813,public,21.30703,-157.857725
HI,96813,private,21.309472,-157.857848
HI,96813,public,21.302295,-157.861322
HI,96815,public,21.27871,-157.83013
HI,96815,public,21.272518,-157.823246
MD,21230,public,39.26894,-76.5996
UT,84115,public,40.714413,-111.900552
RI,2896,public,41.96108,-71.494611
GA,30004,public,34.138312,-84.251109
CT,6905,private,41.071157,-73.549133
WA,98402,private,47.255854,-122.44172
FL,34205,public,27.499076,-82.569442
FL,32819,public,28.429987,-81.475116
FL,32822,public,28.499373,-81.303897
FL,32806,public,28.51288,-81.358702
FL,33706,public,27.709441,-82.736735
MA,2169,public,42.232376,-71.019877
MI,49504,public,42.964844,-85.681992
MI,48377,public,42.499039,-83.439339
OH,45202,private,39.09971237,-84.50933838
TX,77032,public,29.94917,-95.33138
WA,98006,public,47.568871,-122.145285
WA,98075,public,47.601657,-122.036938
FL,34205,public,27.493279,-82.573234
HI,96815,public,21.279142,-157.831689
HI,96815,public,21.277846,-157.825052
IA,50613,public,42.470441,-92.447165
IA,50616,public,43.064697,-92.679504
IA,52003,public,42.491964,-90.702489
MN,55920,public,44.029434,-92.647766
MN,55925,public,43.923929,-91.438722
MN,55350,public,44.871014,-94.37622
MN,55041,public,44.443257,-92.27515
MN,55060,public,44.090303,-93.218557
MN,55376,public,45.217806,-93.598222
NC,27601,public,35.779082,-78.641779
NC,27601,public,35.777283,-78.639281
NC,27610,public,35.760503,-78.625345
NC,27609,public,35.862603,-78.643641
NC,27607,public,35.800443,-78.663445
NC,27610,public,35.788789,-78.573106
NC,27610,private,35.767483,-78.563464
NC,27610,public,35.767483,-78.563464
PA,15090,public,40.632138,-80.054285
WI,54304,public,44.475101,-88.07411
WI,54701,public,44.770755,-91.462562
WI,53121,public,42.694575,-88.54249
WI,53933,public,43.567014,-88.916183
WI,54304,public,44.49794,-88.047556
WI,54601,public,43.808392,-91.249744
WI,54956,public,44.175548,-88.486274
WI,53154,public,42.87166,-87.933821
WI,54902,public,43.995124,-88.54311
WI,54467,public,44.469299,-89.545776
WI,53901,public,43.534255,-89.443353
WI,54022,public,44.872692,-92.620617
WI,53083,public,43.773321,-87.733952
WI,53186,public,42.994746,-88.201575
WI,53597,public,43.191654,-89.452404
WI,54982,public,44.073397,-89.283061
RI,2914,public,41.823099,-71.347614
IL,61761,private,40.505132,-88.994211
IL,61761,public,40.496969,-89.004735
IL,61761,public,40.507954,-88.986429
LA,70115,public,29.920829,-90.117642
LA,70118,private,29.9347,-90.120883
IL,61761,public,40.535456,-89.013791
CO,80524,public,40.593417,-105.0684
IN,46410,public,41.460671,-87.327074
CO,80301,private,40.024578,-105.232194
CO,80302,private,40.0148,-105.2792
OH,43213,private,39.986545,-82.823727
OH,43215,public,39.960356,-82.998458
WI,53121,public,42.666735,-88.524261
WI,53154,private,42.909432,-87.928747
CT,6360,private,41.526802,-72.063684
FL,32804,public,28.565738,-81.389771
HI,96753,public,20.688309,-156.439752
IL,61761,public,40.534785,-89.011493
MI,49503,public,42.969202,-85.670457
MI,49503,public,42.963679,-85.670993
MI,48104,public,42.278754,-83.745565
MI,49503,public,42.962871,-85.668737
TN,38401,public,35.61323,-87.034614
RI,2888,public,41.742755,-71.428289
NJ,7201,public,40.663848,-74.216585
NC,28202,public,35.223874,-80.846273
TN,37129,private,35.837613,-86.407098
PA,15108,public,40.492883,-80.200182
NY,14226,public,42.979363,-78.821443
